uid,parent_uid,parent_xpath,tag,id,classes,xpath,depth,textContent,childrenCount,x,y,width,height,display,position,color,backgroundColor,zIndex,visibility
,,"id(""nav-orders"")/span[2]",span,,"nav-icon,nav-arrow","id(""nav-orders"")/span[2]/span[1]",7,,0,0.0,0.0,0.0,0.0,none,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,hidden
,,"id(""nav-tools"")",a,nav-cart,"nav-a,nav-a-2,nav-progressive-attribute","id(""nav-cart"")",5,Cart,2,1169.9921875,73.0,84.0078125,50.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart"")",div,nav-cart-count-container,,"id(""nav-cart-count-container"")",6,,2,1178.9921875,73.0,38.0,39.0,flex,relative,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart-count-container"")",span,nav-cart-count,"nav-cart-count,nav-cart-0,nav-progressive-attribute,nav-progressive-content","id(""nav-cart-count"")",7,,0,1191.9921875,81.0,19.0,0.0,flex,absolute,"rgb(240, 136, 4)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart-count-container"")",span,,"nav-cart-icon,nav-sprite","id(""nav-cart-count-container"")/span[2]",7,,0,1178.9921875,85.0,38.0,26.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart"")",div,nav-cart-text-container,nav-progressive-attribute,"id(""nav-cart-text-container"")",6,Cart,2,1216.9921875,73.0,28.0078125,39.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart-text-container"")",span,,nav-line-1,"id(""nav-cart-text-container"")/span[1]",7,,0,1216.9921875,83.0,0.0,14.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart-text-container"")",span,,nav-line-2,"id(""nav-cart-text-container"")/span[2]",7,Cart,1,1216.9921875,97.0,28.0078125,15.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-cart-text-container"")/span[2]",span,,"nav-icon,nav-arrow","id(""nav-cart-text-container"")/span[2]/span[1]",8,,0,0.0,0.0,0.0,0.0,none,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,hidden
,,"id(""nav-belt"")/div[3]",script,,,"id(""nav-belt"")/div[3]/script[2]",4,"window.navmet.push({key:'Tools',end:+new Date(),begin:window.navmet.tmp});",0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""navbar"")",div,nav-flyout-iss-anchor,,"id(""nav-flyout-iss-anchor"")",2,,1,0.0,128.0,1265.0,0.0,flex,relative,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",100,visible
,,"id(""nav-flyout-iss-anchor"")",div,nav-flyout-searchAjax,"nav-issFlyout,nav-flyout","id(""nav-flyout-searchAjax"")",3,,1,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-searchAjax"")",div,,"nav-template,nav-flyout-content","id(""nav-flyout-searchAjax"")/div[1]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""navbar"")",div,nav-flyout-anchor,,"id(""nav-flyout-anchor"")",2,Sign inNew customer? Start here.Your ListsCreate a Wish List Wish from Any Website Baby Wishlist Dis,15,0.0,128.0,1265.0,0.0,flex,relative,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",100,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-prime,"nav-coreFlyout,nav-flyout","id(""nav-flyout-prime"")",3,,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-prime"")",div,,nav-arrow,"id(""nav-flyout-prime"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-prime"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-prime"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-prime"")",div,,"nav-template,nav-flyout-content,nav-spinner","id(""nav-flyout-prime"")/div[2]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-prime"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-prime"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-prime"")",div,,nav-flyout-buffer-right,"id(""nav-flyout-prime"")/div[4]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-prime"")",div,,nav-flyout-buffer-top,"id(""nav-flyout-prime"")/div[5]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-prime"")",div,,nav-flyout-buffer-bottom,"id(""nav-flyout-prime"")/div[6]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-amazonprime,"nav-coreFlyout,nav-flyout","id(""nav-flyout-amazonprime"")",3,,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-amazonprime"")",div,,nav-arrow,"id(""nav-flyout-amazonprime"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonprime"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-amazonprime"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonprime"")",div,,"nav-template,nav-flyout-content,nav-spinner","id(""nav-flyout-amazonprime"")/div[2]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonprime"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-amazonprime"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonprime"")",div,,nav-flyout-buffer-right,"id(""nav-flyout-amazonprime"")/div[4]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonprime"")",div,,nav-flyout-buffer-top,"id(""nav-flyout-amazonprime"")/div[5]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonprime"")",div,,nav-flyout-buffer-bottom,"id(""nav-flyout-amazonprime"")/div[6]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-accountList,"nav-coreFlyout,nav-flyout","id(""nav-flyout-accountList"")",3,Sign inNew customer? Start here.Your ListsCreate a Wish List Wish from Any Website Baby Wishlist Dis,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-accountList"")",div,,nav-arrow,"id(""nav-flyout-accountList"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-accountList"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")",div,,"nav-template,nav-flyout-content","id(""nav-flyout-accountList"")/div[2]",4,Sign inNew customer? Start here.Your ListsCreate a Wish List Wish from Any Website Baby Wishlist Dis,1,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")/div[2]",div,nav-al-container,,"id(""nav-al-container"")",5,Sign inNew customer? Start here.Your ListsCreate a Wish List Wish from Any Website Baby Wishlist Dis,3,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-container"")",div,nav-al-signin,,"id(""nav-al-signin"")",6,Sign inNew customer? Start here.,1,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-signin"")",div,nav-flyout-ya-signin,"nav-flyout-content,nav-flyout-accessibility","id(""nav-flyout-ya-signin"")",7,Sign inNew customer? Start here.,2,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-ya-signin"")",a,,nav-action-button,"id(""nav-flyout-ya-signin"")/a[1]",8,Sign in,1,0.0,0.0,0.0,0.0,block,static,"rgb(17, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-ya-signin"")/a[1]",span,,nav-action-inner,"id(""nav-flyout-ya-signin"")/a[1]/span[1]",9,Sign in,0,0.0,0.0,0.0,0.0,block,static,"rgb(17, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-ya-signin"")",div,nav-flyout-ya-newCust,"nav_pop_new_cust,nav-flyout-content,nav-flyout-accessibility","id(""nav-flyout-ya-newCust"")",8,New customer? Start here.,1,0.0,0.0,0.0,0.0,block,static,"rgb(51, 51, 51)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-ya-newCust"")",a,,nav-a,"id(""nav-flyout-ya-newCust"")/a[1]",9,Start here.,0,0.0,0.0,0.0,0.0,inline,static,"rgb(0, 85, 170)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-container"")",div,nav-al-wishlist,"nav-al-column,nav-tpl-itemList,nav-flyout-content,nav-flyout-accessibility","id(""nav-al-wishlist"")",6,Your ListsCreate a Wish List Wish from Any Website Baby Wishlist Discover Your Style Explore Showroo,6,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")",div,nav-al-title,nav-title,"id(""nav-al-title"")",7,Your Lists,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")",a,,"nav-link,nav-item","id(""nav-al-wishlist"")/a[1]",7,Create a Wish List,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")/a[1]",span,,nav-text,"id(""nav-al-wishlist"")/a[1]/span[1]",8,Create a Wish List,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")",a,,"nav-link,nav-item","id(""nav-al-wishlist"")/a[2]",7,Wish from Any Website,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")/a[2]",span,,nav-text,"id(""nav-al-wishlist"")/a[2]/span[1]",8,Wish from Any Website,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")",a,,"nav-link,nav-item","id(""nav-al-wishlist"")/a[3]",7,Baby Wishlist,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")/a[3]",span,,nav-text,"id(""nav-al-wishlist"")/a[3]/span[1]",8,Baby Wishlist,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")",a,,"nav-link,nav-item","id(""nav-al-wishlist"")/a[4]",7,Discover Your Style,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")/a[4]",span,,nav-text,"id(""nav-al-wishlist"")/a[4]/span[1]",8,Discover Your Style,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")",a,,"nav-link,nav-item","id(""nav-al-wishlist"")/a[5]",7,Explore Showroom,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-wishlist"")/a[5]",span,,nav-text,"id(""nav-al-wishlist"")/a[5]/span[1]",8,Explore Showroom,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-container"")",div,nav-al-your-account,"nav-al-column,nav-template,nav-flyout-content,nav-tpl-itemList,nav-flyout-accessibility","id(""nav-al-your-account"")",6,Your AccountYour Account Your Orders Your Wish List Your Recommendations Your Prime Membership Your ,12,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",div,,nav-title,"id(""nav-al-your-account"")/div[1]",7,Your Account,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[1]",7,Your Account,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[1]",span,,nav-text,"id(""nav-al-your-account"")/a[1]/span[1]",8,Your Account,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,nav_prefetch_yourorders,"nav-link,nav-item","id(""nav_prefetch_yourorders"")",7,Your Orders,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav_prefetch_yourorders"")",span,,nav-text,"id(""nav_prefetch_yourorders"")/span[1]",8,Your Orders,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[3]",7,Your Wish List,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[3]",span,,nav-text,"id(""nav-al-your-account"")/a[3]/span[1]",8,Your Wish List,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[4]",7,Your Recommendations,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[4]",span,,nav-text,"id(""nav-al-your-account"")/a[4]/span[1]",8,Your Recommendations,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[5]",7,Your Prime Membership,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[5]",span,,nav-text,"id(""nav-al-your-account"")/a[5]/span[1]",8,Your Prime Membership,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[6]",7,Your Prime Video,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[6]",span,,nav-text,"id(""nav-al-your-account"")/a[6]/span[1]",8,Your Prime Video,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[7]",7,Your Subscribe & Save Items,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[7]",span,,nav-text,"id(""nav-al-your-account"")/a[7]/span[1]",8,Your Subscribe & Save Items,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[8]",7,Memberships & Subscriptions,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[8]",span,,nav-text,"id(""nav-al-your-account"")/a[8]/span[1]",8,Memberships & Subscriptions,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[9]",7,Your Free Amazon Business Account,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[9]",span,,nav-text,"id(""nav-al-your-account"")/a[9]/span[1]",8,Your Free Amazon Business Account,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[10]",7,Your Seller Account,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[10]",span,,nav-text,"id(""nav-al-your-account"")/a[10]/span[1]",8,Your Seller Account,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")",a,,"nav-link,nav-item","id(""nav-al-your-account"")/a[11]",7,Manage Your Content and Devices,1,0.0,0.0,0.0,0.0,block,relative,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-al-your-account"")/a[11]",span,,nav-text,"id(""nav-al-your-account"")/a[11]/span[1]",8,Manage Your Content and Devices,0,0.0,0.0,0.0,0.0,block,static,"rgb(68, 68, 68)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-accountList"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")",div,,nav-flyout-buffer-right,"id(""nav-flyout-accountList"")/div[4]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")",div,,nav-flyout-buffer-top,"id(""nav-flyout-accountList"")/div[5]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-accountList"")",div,,nav-flyout-buffer-bottom,"id(""nav-flyout-accountList"")/div[6]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-amazonfresh,"nav-coreFlyout,nav-flyout","id(""nav-flyout-amazonfresh"")",3,,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-amazonfresh"")",div,,nav-arrow,"id(""nav-flyout-amazonfresh"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonfresh"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-amazonfresh"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonfresh"")",div,,"nav-template,nav-flyout-content,nav-spinner","id(""nav-flyout-amazonfresh"")/div[2]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonfresh"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-amazonfresh"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonfresh"")",div,,nav-flyout-buffer-right,"id(""nav-flyout-amazonfresh"")/div[4]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonfresh"")",div,,nav-flyout-buffer-top,"id(""nav-flyout-amazonfresh"")/div[5]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-amazonfresh"")",div,,nav-flyout-buffer-bottom,"id(""nav-flyout-amazonfresh"")/div[6]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-groceries,"nav-coreFlyout,nav-flyout","id(""nav-flyout-groceries"")",3,,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-groceries"")",div,,nav-arrow,"id(""nav-flyout-groceries"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-groceries"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-groceries"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-groceries"")",div,,"nav-template,nav-flyout-content,nav-spinner","id(""nav-flyout-groceries"")/div[2]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-groceries"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-groceries"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-groceries"")",div,,nav-flyout-buffer-right,"id(""nav-flyout-groceries"")/div[4]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-groceries"")",div,,nav-flyout-buffer-top,"id(""nav-flyout-groceries"")/div[5]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-groceries"")",div,,nav-flyout-buffer-bottom,"id(""nav-flyout-groceries"")/div[6]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-transientFlyout,"nav-coreFlyout,nav-flyout","id(""nav-flyout-transientFlyout"")",3,,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-transientFlyout"")",div,,nav-arrow,"id(""nav-flyout-transientFlyout"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-transientFlyout"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-transientFlyout"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-transientFlyout"")",div,,"nav-template,nav-flyout-content,nav-spinner","id(""nav-flyout-transientFlyout"")/div[2]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-transientFlyout"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-transientFlyout"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-transientFlyout"")",div,,nav-flyout-buffer-right,"id(""nav-flyout-transientFlyout"")/div[4]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-transientFlyout"")",div,,nav-flyout-buffer-top,"id(""nav-flyout-transientFlyout"")/div[5]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-transientFlyout"")",div,,nav-flyout-buffer-bottom,"id(""nav-flyout-transientFlyout"")/div[6]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-anchor"")",div,nav-flyout-abAcquisition,"nav-coreFlyout,nav-flyout","id(""nav-flyout-abAcquisition"")",3,,6,0.0,0.0,0.0,0.0,none,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-flyout-abAcquisition"")",div,,nav-arrow,"id(""nav-flyout-abAcquisition"")/div[1]",4,,1,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-abAcquisition"")/div[1]",div,,nav-arrow-inner,"id(""nav-flyout-abAcquisition"")/div[1]/div[1]",5,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-abAcquisition"")",div,,"nav-template,nav-flyout-content,nav-spinner","id(""nav-flyout-abAcquisition"")/div[2]",4,,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-flyout-abAcquisition"")",div,,nav-flyout-buffer-left,"id(""nav-flyout-abAcquisition"")/div[3]",4,,0,0.0,0.0,0.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
