uid,parent_uid,parent_xpath,tag,id,classes,xpath,depth,textContent,childrenCount,x,y,width,height,display,position,color,backgroundColor,zIndex,visibility
,,"id(""nav-belt"")/div[1]",div,nav-logo,,"id(""nav-logo"")",4,.in,1,11.0,68.0,128.265625,60.0,flex,relative,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-logo"")",a,nav-logo-sprites,"nav-logo-link,nav-progressive-attribute","id(""nav-logo-sprites"")",5,.in,3,12.0,73.0,128.265625,50.0,flex,static,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-logo-sprites"")",span,,"nav-sprite,nav-logo-base","id(""nav-logo-sprites"")/span[1]",6,,0,18.0,86.0,97.0,30.0,block,static,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-logo-sprites"")",span,logo-ext,"nav-sprite,nav-logo-ext,nav-progressive-content","id(""logo-ext"")",6,,0,0.0,0.0,0.0,0.0,none,static,"rgb(0, 113, 133)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-logo-sprites"")",span,,nav-logo-locale,"id(""nav-logo-sprites"")/span[3]",6,.in,0,116.0,90.0,14.265625,14.0,block,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[1]",script,,,"id(""nav-belt"")/div[1]/script[2]",4,"window.navmet.push({key:'Logo',end:+new Date(),begin:window.navmet.tmp});",0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[1]",div,nav-global-location-slot,,"id(""nav-global-location-slot"")",4,"Hello
                
                
                   Select your address",4,141.265625,68.0,171.0625,60.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-slot"")",span,nav-global-location-data-modal-action,"a-declarative,nav-progressive-attribute","id(""nav-global-location-data-modal-action"")",5,"Hello
                
                
                   Select your address",1,141.265625,68.0,171.0625,60.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-data-modal-action"")",a,nav-global-location-popover-link,"nav-a,nav-a-2,a-popover-trigger,a-declarative,nav-progressive-attribute","id(""nav-global-location-popover-link"")",6,"Hello
                
                
                   Select your address",2,141.265625,73.0,169.0625,50.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-popover-link"")",div,nav-packard-glow-loc-icon,"nav-sprite,nav-progressive-attribute","id(""nav-packard-glow-loc-icon"")",7,,0,150.265625,93.0,15.0,18.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-popover-link"")",div,glow-ingress-block,,"id(""glow-ingress-block"")",7,"Hello
                
                
                   Select your address",2,168.265625,83.0,133.0625,30.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""glow-ingress-block"")",span,glow-ingress-line1,"nav-line-1,nav-progressive-content","id(""glow-ingress-line1"")",8,Hello,0,168.265625,83.0,133.0625,14.0,block,static,"rgb(204, 204, 204)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""glow-ingress-block"")",span,glow-ingress-line2,"nav-line-2,nav-progressive-content","id(""glow-ingress-line2"")",8,Select your address,0,168.265625,97.0,133.0625,16.0,block,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-slot"")",input,unifiedLocation1ClickAddress,nav-progressive-attribute,"id(""unifiedLocation1ClickAddress"")",5,,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-slot"")",input,ubbShipTo,nav-progressive-attribute,"id(""ubbShipTo"")",5,,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-global-location-slot"")",input,glowValidationToken,nav-progressive-attribute,"id(""glowValidationToken"")",5,,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[1]",div,nav-global-location-toaster-script-container,nav-progressive-content,"id(""nav-global-location-toaster-script-container"")",4,,0,312.328125,68.0,0.0,60.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")",div,,nav-fill,"id(""nav-belt"")/div[2]",3,"window.navmet.tmp=+new Date();

  
  

    
      
        
  
    
      All
      
    
    Select",3,312.328125,68.0,560.7265625,60.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[2]",script,,,"id(""nav-belt"")/div[2]/script[1]",4,window.navmet.tmp=+new Date();,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[2]",div,nav-search,,"id(""nav-search"")",4,"All
      
    
    Select the department you want to search in
    
        All Categories
        ",2,318.328125,68.0,548.7265625,60.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search"")",div,nav-bar-left,,"id(""nav-bar-left"")",5,,0,321.328125,78.0,0.0,40.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search"")",form,nav-search-bar-form,"nav-searchbar,nav-progressive-attribute","id(""nav-search-bar-form"")",5,"All
      
    
    Select the department you want to search in
    
        All Categories
        ",3,321.328125,78.0,541.7265625,40.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")",div,,nav-left,"id(""nav-search-bar-form"")/div[1]",6,"All
      
    
    Select the department you want to search in
    
        All Categories
        ",1,321.328125,78.0,52.0,40.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")/div[1]",div,nav-search-dropdown-card,,"id(""nav-search-dropdown-card"")",7,"All
      
    
    Select the department you want to search in
    
        All Categories
        ",1,321.328125,78.0,52.0,40.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-dropdown-card"")",div,,"nav-search-scope,nav-sprite","id(""nav-search-dropdown-card"")/div[1]",8,"All
      
    
    Select the department you want to search in
    
        All Categories
        ",3,321.328125,78.0,52.0,40.0,flex,relative,"rgb(15, 17, 17)","rgb(243, 243, 243)",auto,visible
,,"id(""nav-search-dropdown-card"")/div[1]",div,,nav-search-facade,"id(""nav-search-dropdown-card"")/div[1]/div[1]",9,All,2,327.328125,82.0,45.0,38.0,block,relative,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-dropdown-card"")/div[1]/div[1]",span,nav-search-label-id,"nav-search-label,nav-progressive-content","id(""nav-search-label-id"")",10,All,0,332.328125,82.0,19.0,33.0,block,static,"rgb(85, 85, 85)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-dropdown-card"")/div[1]/div[1]",i,,nav-icon,"id(""nav-search-dropdown-card"")/div[1]/div[1]/i[1]",10,,0,356.328125,96.0,8.0,4.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-dropdown-card"")/div[1]",label,searchDropdownDescription,nav-progressive-attribute,"id(""searchDropdownDescription"")",9,Select the department you want to search in,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-dropdown-card"")/div[1]",select,searchDropdownBox,"nav-search-dropdown,searchSelect,nav-progressive-attrubute,nav-progressive-search-dropdown","id(""searchDropdownBox"")",9,"All Categories
        Alexa Skills
        Amazon Devices
        Amazon Fashion
        Amazon Fre",43,322.328125,78.0,193.0,35.0,block,absolute,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[1]",10,All Categories,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[2]",10,Alexa Skills,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[3]",10,Amazon Devices,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[4]",10,Amazon Fashion,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[5]",10,Amazon Fresh,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[6]",10,Amazon Pharmacy,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[7]",10,Appliances,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[8]",10,Apps & Games,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[9]",10,Baby,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[10]",10,Beauty,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[11]",10,Books,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[12]",10,Car & Motorbike,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[13]",10,Clothing & Accessories,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[14]",10,Collectibles,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[15]",10,Computers & Accessories,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[16]",10,Deals,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[17]",10,Electronics,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[18]",10,Furniture,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[19]",10,Garden & Outdoors,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[20]",10,Gift Cards,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[21]",10,Grocery & Gourmet Foods,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[22]",10,Health & Personal Care,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[23]",10,Home & Kitchen,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[24]",10,Industrial & Scientific,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[25]",10,Jewellery,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[26]",10,Kindle Store,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[27]",10,Luggage & Bags,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[28]",10,Luxury Beauty,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[29]",10,Movies & TV Shows,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[30]",10,Music,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[31]",10,Musical Instruments,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[32]",10,Office Products,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[33]",10,Pet Supplies,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[34]",10,Prime Video,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[35]",10,Shoes & Handbags,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[36]",10,Software,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[37]",10,"Sports, Fitness & Outdoors",0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[38]",10,Subscribe & Save,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[39]",10,Tools & Home Improvement,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[40]",10,Toys & Games,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[41]",10,Under ₹500,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[42]",10,Video Games,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""searchDropdownBox"")",option,,,"id(""searchDropdownBox"")/option[43]",10,Watches,0,0.0,0.0,0.0,0.0,block,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")",div,,nav-fill,"id(""nav-search-bar-form"")/div[2]",6,Search Amazon.in,2,373.328125,78.0,444.7265625,40.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")/div[2]",div,,nav-search-field,"id(""nav-search-bar-form"")/div[2]/div[1]",7,Search Amazon.in,2,373.328125,78.0,444.7265625,40.0,flex,static,"rgb(15, 17, 17)","rgb(255, 255, 255)",auto,visible
,,"id(""nav-search-bar-form"")/div[2]/div[1]",label,,,"id(""nav-search-bar-form"")/div[2]/div[1]/label[1]",8,Search Amazon.in,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")/div[2]/div[1]",input,twotabsearchtextbox,"nav-input,nav-progressive-attribute","id(""twotabsearchtextbox"")",8,,0,373.328125,79.0,444.7265625,38.0,flex,static,"rgb(17, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")/div[2]",div,nav-iss-attach,,"id(""nav-iss-attach"")",7,,0,0.0,720.0,1265.0,0.0,block,absolute,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")",div,,nav-right,"id(""nav-search-bar-form"")/div[3]",6,,1,818.0546875,78.0,45.0,40.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-bar-form"")/div[3]",div,,"nav-search-submit,nav-sprite","id(""nav-search-bar-form"")/div[3]/div[1]",7,,1,818.0546875,78.0,45.0,40.0,flex,static,"rgb(15, 17, 17)","rgb(254, 189, 105)",auto,visible
,,"id(""nav-search-bar-form"")/div[3]/div[1]",span,nav-search-submit-text,"nav-search-submit-text,nav-sprite,nav-progressive-attribute","id(""nav-search-submit-text"")",8,,1,818.0546875,78.0,45.0,40.0,flex,static,"rgb(17, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-search-submit-text"")",input,nav-search-submit-button,"nav-input,nav-progressive-attribute","id(""nav-search-submit-button"")",9,,0,818.0546875,78.0,45.0,40.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[2]",script,,,"id(""nav-belt"")/div[2]/script[2]",4,"window.navmet.push({key:'Search',end:+new Date(),begin:window.navmet.tmp});",0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")",div,,nav-right,"id(""nav-belt"")/div[3]",3,"window.navmet.tmp=+new Date();
          
              
              
              
             ",3,873.0546875,68.0,391.9453125,60.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[3]",script,,,"id(""nav-belt"")/div[3]/script[1]",4,window.navmet.tmp=+new Date();,0,0.0,0.0,0.0,0.0,none,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-belt"")/div[3]",div,nav-tools,layoutToolbarPadding,"id(""nav-tools"")",4,"EN
        
      
    
  

              
  
  Hello, sign in
  Account & Lists
  


              ",4,873.0546875,70.0,391.9453125,58.0,flex,static,"rgb(15, 17, 17)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-tools"")",a,icp-nav-flyout,"nav-a,nav-a-2,icp-link-style-2","id(""icp-nav-flyout"")",5,EN,1,874.0546875,73.0,74.453125,50.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""icp-nav-flyout"")",span,,icp-nav-link-inner,"id(""icp-nav-flyout"")/span[1]",6,EN,2,883.0546875,79.0,56.453125,33.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""icp-nav-flyout"")/span[1]",span,,nav-line-1,"id(""icp-nav-flyout"")/span[1]/span[1]",7,,0,907.28125,79.0,8.0,14.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""icp-nav-flyout"")/span[1]",span,,nav-line-2,"id(""icp-nav-flyout"")/span[1]/span[2]",7,EN,3,884.0546875,93.0,55.453125,19.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""icp-nav-flyout"")/span[1]/span[2]",span,,"icp-nav-flag,icp-nav-flag-in,icp-nav-flag-lop","id(""icp-nav-flyout"")/span[1]/span[2]/span[1]",8,,0,885.2546997070312,93.9000015258789,21.5999755859375,16.199996948242188,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""icp-nav-flyout"")/span[1]/span[2]",div,,,"id(""icp-nav-flyout"")/span[1]/span[2]/div[1]",8,EN,0,910.0546875,95.0,19.453125,15.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""icp-nav-flyout"")/span[1]/span[2]",span,,"nav-icon,nav-arrow","id(""icp-nav-flyout"")/span[1]/span[2]/span[2]",8,,0,931.5078125,103.5,8.0,4.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-tools"")",a,nav-link-accountList,"nav-a,nav-a-2,nav-progressive-attribute","id(""nav-link-accountList"")",5,"Hello, sign in
  Account & Lists",2,950.5078125,73.0,137.5703125,50.0,flex,relative,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-link-accountList"")",div,,nav-line-1-container,"id(""nav-link-accountList"")/div[1]",6,"Hello, sign in",1,959.5078125,83.0,119.5703125,14.0,flex,relative,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-link-accountList"")/div[1]",span,nav-link-accountList-nav-line-1,"nav-line-1,nav-progressive-content","id(""nav-link-accountList-nav-line-1"")",7,"Hello, sign in",0,959.5078125,83.0,68.703125,14.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-link-accountList"")",span,,nav-line-2,"id(""nav-link-accountList"")/span[1]",6,Account & Lists,1,959.5078125,97.0,119.5703125,15.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-link-accountList"")/span[1]",span,,"nav-icon,nav-arrow","id(""nav-link-accountList"")/span[1]/span[1]",7,,0,1071.078125,104.0,8.0,4.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-tools"")",a,nav-orders,"nav-a,nav-a-2,nav-progressive-attribute","id(""nav-orders"")",5,"Returns
  & Orders",2,1090.078125,73.0,77.9140625,50.0,flex,static,"rgb(214, 214, 214)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-orders"")",span,,nav-line-1,"id(""nav-orders"")/span[1]",6,Returns,0,1099.078125,83.0,59.9140625,14.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
,,"id(""nav-orders"")",span,,nav-line-2,"id(""nav-orders"")/span[2]",6,& Orders,1,1099.078125,97.0,59.9140625,15.0,flex,static,"rgb(255, 255, 255)","rgba(0, 0, 0, 0)",auto,visible
